Date,ConfirmedGrowth,Confirmed,Tests,Hospitalized,Deaths,PositivePct,Geography,ID Geography,ID State,State,ID Year,Year,Population,Slug State,ConfirmedPC,DeathsPC,TestsPC,HospitalizedPC,ConfirmedGrowthPC,ConfirmedSmooth,ConfirmedPCSmooth,DeathsSmooth,DeathsPCSmooth,TestsSmooth,TestsPCSmooth,HospitalizedSmooth,HospitalizedPCSmooth,ConfirmedGrowthSmooth,ConfirmedGrowthPCSmooth,Timestamp
3-Mar,,4,155,0,0,2.580645161,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.031394513,0,1.216537374,,,8.875,0.069656575,0,0,243.5,1.911140971,0,0,1.875,0.014716178,1.58328E+12
4-Mar,1,5,197,0,0,2.538071066,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.039243141,0,1.546179759,,0.007848628,10.66666667,0.083718701,0,0,257.2222222,2.018841591,0,0,2.333333333,0.018313466,1.58337E+12
5-Mar,0,5,220,0,0,2.272727273,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.039243141,0,1.726698208,,,12.8,0.100462441,0,0,273.3,2.145030092,0,0,2.8,0.021976159,1.58345E+12
6-Mar,1,6,241,0,0,2.489626556,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.047091769,0,1.8915194,,0.007848628,15.81818182,0.124151028,0,0,288.8181818,2.266826531,0,0,3.818181818,0.02996749,1.58354E+12
7-Mar,0,6,241,0,0,2.489626556,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.047091769,0,1.8915194,,,19.83333333,0.15566446,0,0,323.75,2.540993385,0,0,5,0.039243141,1.58363E+12
8-Mar,1,7,242,0,0,2.892561983,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.054940398,0,1.899368028,,0.007848628,25.46153846,0.199838149,0,0,377.6923077,2.964366503,0,0,6.846153846,0.053732916,1.58371E+12
9-Mar,12,19,326,0,0,5.828220859,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.149123936,0,2.558652799,,0.094183539,35,0.274701988,0.071428571,0.000560616,457.7857143,3.592989874,0,0,11.07142857,0.086895527,1.5838E+12
10-Mar,0,19,326,0,0,5.828220859,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.149123936,0,2.558652799,,,51.86666667,0.407082184,0.133333333,0.001046484,564,4.426626314,0,0,18.93333333,0.148600694,1.58388E+12
11-Mar,6,25,367,0,0,6.811989101,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.196215705,0,2.880446556,,0.047091769,79.73333333,0.62579729,0.4,0.003139451,763.4666667,5.992166023,0,0,27.86666667,0.218715106,1.58397E+12
12-Mar,7,32,418,0,0,7.655502392,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.251156103,0,3.280726595,,0.054940398,118.4,0.929277581,0.733333333,0.005755661,1035.733333,8.129085865,0,0,38.66666667,0.303480291,1.58406E+12
13-Mar,14,46,444,0,0,10.36036036,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.361036898,0,3.484790928,,0.109880795,168.2666667,1.320662508,1.133333333,0.008895112,1437.133333,11.27952523,0,0,49.86666667,0.391384927,1.58414E+12
14-Mar,18,64,708,0,0,9.039548023,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.502312206,0,5.556828777,,0.141275308,237.8,1.86640379,1.733333333,0.013604289,1975.733333,15.50679639,0,0,69.53333333,0.545741282,1.58423E+12
15-Mar,29,93,1025,0,0,9.073170732,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,0.729922424,0,8.044843922,,0.227610218,322.2666667,2.529351253,2.533333333,0.019883191,2616.733333,20.53776708,0,0,84.46666667,0.662947463,1.58432E+12
16-Mar,66,159,1499,0,1,10.60707138,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,1.247931886,0.007848628,11.7650937,,0.518009462,424.1333333,3.328864848,3.6,0.028255062,3365.2,26.41220368,0,0,101.8666667,0.799513594,1.5844E+12
17-Mar,129,288,2051,0,1,14.04193077,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,2.260404926,0.007848628,16.09753647,,1.01247304,547.2,4.29476936,4.866666667,0.038196657,4290.733333,33.67637071,0,0,123.0666667,0.965904513,1.58449E+12
18-Mar,134,422,3147,0,4,13.40959644,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,3.312121107,0.031394513,24.699633,,1.051716181,715.1333333,5.612815659,6.6,0.051800946,5377.733333,42.20782958,0,0,167.9333333,1.318046299,1.58458E+12
19-Mar,163,585,4281,0,5,13.66503153,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,4.591447507,0.039243141,33.5999774,,1.279326399,915.2,7.183064544,8.866666667,0.06959117,6789.4,53.28747641,0,0,200.0666667,1.570248885,1.58466E+12
20-Mar,168,753,6241,0,6,12.06537414,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,5.910017047,0.047091769,48.9832887,,1.31856954,1145.8,8.992958211,12,0.094183539,8460.933333,66.4067201,0,0,230.6,1.809893667,1.58475E+12
21-Mar,296,1049,8320,0,9,12.60817308,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,8.233210999,0.070637654,65.30058676,,2.323193952,1449.133333,11.37370877,16.33333333,0.128194261,10282.13333,80.70064181,0,0,303.3333333,2.380750559,1.58484E+12
22-Mar,224,1273,9856,0,12,12.91599026,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,9.99130372,0.094183539,77.3560797,,1.758092721,1782,13.98625548,21.2,0.166390918,12264.66667,96.26080887,0,0,332.8666667,2.612546712,1.58492E+12
23-Mar,262,1535,11469,0,16,13.38390444,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,12.04764431,0.125578051,90.01591702,,2.056340593,2175.4,17.07390582,27.8,0.218191864,14544.66667,114.1556812,0,0,393.4,3.08765034,1.58501E+12
24-Mar,330,1865,14209,0,19,13.12548385,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,14.63769162,0.149123936,111.5211583,,2.590047312,2630.133333,20.64293869,37.13333333,0.291445728,17137,134.5019418,0,0,454.7333333,3.569032871,1.58509E+12
25-Mar,673,2538,16631,0,26,15.26065781,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,19.91981841,0.204064334,130.5305359,,5.28212679,3123.933333,24.51859131,47.53333333,0.373071461,19910.66667,156.2714202,0,0,493.8,3.875652613,1.58518E+12
26-Mar,488,3026,21542,0,34,14.046978,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,23.74994898,0.266853359,169.075149,,3.83013057,3689.4,28.95672894,61.26666667,0.480859289,22904.06667,179.7655039,0,0,565.4666667,4.438137636,1.58527E+12
27-Mar,465,3491,25491,0,47,13.69502962,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,27.3995611,0.368885526,200.0693819,,3.649612121,4340.866667,34.06984861,77.13333333,0.605390856,26190.73333,205.5613287,0,0,651.4666667,5.113119662,1.58535E+12
28-Mar,1105,4596,27762,0,65,16.55500324,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,36.07229528,0.510160834,217.8936166,,8.67273418,5041.066667,39.56545808,95,0.745619681,29706.86667,233.158152,0,0,700.2,5.495609477,1.58544E+12
29-Mar,461,5057,30446,0,73,16.60973527,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,39.69051289,0.57294986,238.9593347,,3.618217608,5788.6,45.4325693,114.8666667,0.901545761,33348.33333,261.73867,0,0,747.5333333,5.867111213,1.58553E+12
30-Mar,937,5994,35225,0,99,17.01632363,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,47.04467753,0.777014193,276.4679289,,7.354164639,6607,51.85588663,139.4,1.094098773,37273.4,292.545059,0,0,818.4,6.423317333,1.58561E+12
31-Mar,986,6980,40384,0,141,17.2840729,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,54.78342495,1.106656579,316.9590019,,7.738747422,7509.866667,58.94215142,169.1333333,1.327464652,41513.2,325.8216729,0,0,902.8666667,7.086264796,1.5857E+12
1-Apr,715,7695,43656,0,157,17.6264431,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,60.39519413,1.23223463,342.6397134,,5.611769175,8480.333333,66.55898349,203.0666667,1.59379477,45956.4,360.6946978,0,0,970.4666667,7.616832063,1.58579E+12
2-Apr,1209,8904,48048,0,210,18.53146853,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,69.88418564,1.648211926,377.1108886,,9.488991514,9503.6,74.59022312,241.0666667,1.892042642,50682.8,397.7904542,0,0,1023.266667,8.031239633,1.58587E+12
3-Apr,1453,10357,53581,0,243,19.32961311,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,81.28824244,1.907216657,420.5373485,,11.4040568,10580.53333,83.04267247,283.9333333,2.228487172,55389.93333,434.7349937,0,0,1076.933333,8.452449348,1.58596E+12
4-Apr,899,11256,58983,0,274,19.08346473,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,88.34415921,2.150524131,462.9356381,,7.055916767,11737.93333,92.12667477,328.8,2.580628958,60406.2,474.1058058,0,0,1157.4,9.084002298,1.58604E+12
5-Apr,1006,12262,62942,0,307,19.48142735,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,96.23987919,2.409528863,494.0083572,,7.895719986,12899.86667,101.2462575,377.4,2.962072289,65606.6,514.921812,0,0,1161.933333,9.119582746,1.58613E+12
6-Apr,1287,13549,68732,0,380,19.71279753,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,106.3410637,2.982478722,539.4519146,,10.10118451,14112.53333,110.7640273,430.4,3.378049584,70951.26667,556.8701136,0,0,1212.666667,9.517769818,1.58622E+12
7-Apr,1529,15078,75066,0,462,20.08632403,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,118.3416163,3.626066236,589.1651257,,12.00055254,15352.46667,120.4958031,487,3.822281942,76398.2,599.6210682,0,0,1239.933333,9.731775747,1.5863E+12
8-Apr,1344,16422,80857,0,528,20.30992988,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,128.8901726,4.144075698,634.6165317,,10.54855632,16602.66667,130.3081581,549.0666667,4.309420133,81878.53333,642.6341671,0,0,1250.2,9.812354997,1.58639E+12
9-Apr,1465,17887,87527,0,596,20.43597975,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,140.3884129,4.677782417,686.9668819,,11.49824034,17928,140.7102067,614.2,4.820627451,87645.66667,687.8982525,0,0,1325.333333,10.4020486,1.58648E+12
10-Apr,1293,19180,92149,0,677,20.81411627,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,150.5366892,5.313521303,723.2432415,,10.14827628,19278.4,151.3089942,684.1333333,5.369508184,93602.73333,734.653054,0,0,1350.4,10.59878754,1.58656E+12
11-Apr,1672,20852,100735,0,720,20.69985606,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,163.6595956,5.651012316,790.6315634,,13.12290638,20611.73333,161.7738318,753.9333333,5.917342434,99585.2,781.6072107,0,0,1333.333333,10.46483762,1.58665E+12
12-Apr,1173,22025,105768,0,794,20.82387868,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,172.8660365,6.231810804,830.1337092,,9.206440898,21961.86667,172.3705264,825.6,6.479827456,105543.5333,828.3719538,0,0,1350.133333,10.59669458,1.58674E+12
13-Apr,1222,23247,110616,0,868,21.01594706,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,182.4570602,6.812609292,868.1838588,,9.591023681,23348.33333,183.2523878,903,7.08731128,111680.5333,876.5389852,0,0,1386.466667,10.8818614,1.58682E+12
14-Apr,1346,24593,116929,0,948,21.03242138,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,193.0213137,7.440499549,917.7322488,,10.56425358,24785.6,194.5329595,982,7.707352909,118054.8,926.5682344,0,0,1437.266667,11.28057172,1.58691E+12
15-Apr,1140,25733,122589,0,1072,20.9912798,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,201.9687499,8.413729448,962.1554845,,8.947436167,26242.66667,205.9689341,1063.733333,8.348847455,124604.8,977.9767492,0,0,1457.066667,11.43597455,1.587E+12
16-Apr,1842,27575,130163,0,1134,21.18497576,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,216.4259231,8.900344398,1021.600995,,14.45717318,27791.73333,218.1269824,1148.2,9.011794918,131856.4667,1034.892385,0,0,1549.066667,12.15804835,1.58708E+12
17-Apr,1585,29160,137404,0,1259,21.2220896,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,228.8659988,9.881422925,1078.432911,,12.44007572,29384.4,230.627231,1233.4,9.680498043,139462.4667,1094.589051,0,0,1592.666667,12.50024854,1.58717E+12
18-Apr,1197,30357,143318,0,1290,21.18156826,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,238.2608068,10.1247304,1124.849699,,9.394807975,31032.6,243.56334,1317.133333,10.33768985,147649.3333,1158.844724,0,0,1648.2,12.93610903,1.58725E+12
19-Apr,1151,31508,148358,0,1349,21.23781663,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,247.2945779,10.58779946,1164.406785,,9.033771077,32701.33333,256.6606075,1401.333333,10.99854434,156108.8667,1225.240456,0,0,1668.733333,13.09726753,1.58734E+12
20-Apr,1551,33059,154997,0,1468,21.32879991,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,259.4678002,11.52178622,1216.513828,,12.17322236,34439.8,270.3051861,1490.066667,11.69497928,165203.6,1296.621636,0,0,1738.466667,13.64457853,1.58743E+12
21-Apr,2049,35108,164346,0,1565,21.36224794,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,275.5496394,12.28310316,1289.890653,,16.08183922,36247,284.489227,1579.866667,12.3997861,174940.3333,1373.041636,0,0,1807.2,14.18404091,1.58751E+12
22-Apr,1826,36934,173316,0,1688,21.31020794,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,289.8812346,13.24848443,1360.292848,,14.33159512,38135.33333,299.3100533,1673.666667,13.13598743,185136.2,1453.065203,0,0,1888.333333,14.82082628,1.5876E+12
23-Apr,2724,39658,189632,0,1795,20.91313702,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,311.2608978,14.08828765,1488.351066,,21.37966326,40156.8,315.1757936,1766,13.86067743,195942.8,1537.882189,0,0,2021.466667,15.86574032,1.58769E+12
24-Apr,2119,41777,201617,0,1874,20.72097095,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,327.892141,14.70832928,1582.416875,,16.63124319,42218.8,331.359665,1861,14.60629711,207258.3333,1626.693603,0,0,2062,16.18387138,1.58777E+12
25-Apr,2126,43903,214952,0,1933,20.4245599,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,344.5783246,15.17139834,1687.078332,,16.68618359,44374.73333,348.2807842,1951.6,15.31738283,219385.6,1721.876011,0,0,2155.933333,16.92111919,1.58786E+12
26-Apr,1980,45883,227628,0,1983,20.15701056,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,360.1186085,15.56382975,1786.567544,,15.54028387,46606.93333,365.8004921,2043.066667,16.03527069,232040.8667,1821.202494,0,0,2232.2,17.51970791,1.58795E+12
27-Apr,2219,48102,242189,0,2125,19.86134796,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,377.5347145,16.67833496,1900.851419,,17.41610601,48903.86667,383.8282678,2142.333333,16.81437785,245236.0667,1924.766713,0,0,2296.933333,18.02777577,1.58803E+12
28-Apr,2253,50355,256667,0,2215,19.61880569,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,395.2176739,17.3847115,2014.483859,,17.68295937,51248.73333,402.2322545,2242.733333,17.60238012,258986.9333,2032.692153,0,0,2344.866667,18.40398668,1.58812E+12
29-Apr,2563,52918,269867,0,2355,19.60891847,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,415.333708,18.48351945,2118.085751,,20.11603412,53633.06667,420.9460004,2345.8,18.41131207,273300.0667,2145.030615,0,0,2384.333333,18.71374588,1.5882E+12
30-Apr,3137,56055,284688,0,2457,19.6899764,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,439.9548547,19.28407953,2234.41027,,24.62114672,56088.13333,440.2149059,2449.333333,19.22390671,288393.2667,2263.49153,0,0,2455.066667,19.26890551,1.58829E+12
1-May,2450,58505,299896,0,2559,19.50842959,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,459.1839938,20.08463961,2353.772208,,19.22913913,58516.6,459.2750379,2552.933333,20.0370246,303506.5333,2382.109941,0,0,2428.466667,19.060132,1.58838E+12
2-May,2994,61499,319313,0,2618,19.25978585,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,482.6827867,20.54770867,2506.169022,,23.49879288,60914.2,478.0929089,2655.066667,20.83863116,318731,2501.60112,0,0,2397.6,18.81787101,1.58846E+12
3-May,2341,63840,333147,0,2662,19.16271196,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,501.0564254,20.89304831,2614.746945,,18.37363866,63254.46667,496.4607919,2756.8,21.63709827,333895.8667,2620.624521,0,0,2340.266667,18.36788299,1.58855E+12
4-May,2122,65962,346286,0,2838,19.04841663,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,517.7112144,22.27440688,2717.870071,,16.65478908,65730.33333,515.8929489,2864.666667,22.48370363,350166.7333,2748.328504,0,0,2475.866667,19.43215698,1.58864E+12
5-May,2270,68232,361260,0,2974,18.88722804,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,535.5276005,23.34182032,2835.39543,,17.81638605,68170.06667,535.0415088,2975.8,23.35594785,366644.7333,2877.6582,0,0,2439.733333,19.14855988,1.58872E+12
6-May,2641,70873,379043,0,3111,18.6978786,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,556.2558276,24.41708238,2974.967585,,20.72822712,70675.53333,554.7059852,3090,24.25226119,383669.4,3011.278479,0,0,2505.466667,19.66447638,1.58881E+12
7-May,2887,73760,399714,0,3241,18.45319403,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,578.9148173,25.43740405,3137.206579,,22.65898966,73172.26667,574.3019168,3203.533333,25.14334211,401585.0667,3151.891886,0,0,2496.733333,19.59593169,1.5889E+12
8-May,2325,76085,416331,0,3349,18.27512244,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,597.1628779,26.2850559,3267.627234,,18.2480606,75599.06667,593.3489678,3315,26.01820254,420049.1333,3296.80948,0,0,2426.8,19.04705096,1.58898E+12
9-May,1656,77741,429984,0,3406,18.07997507,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,610.1602062,26.73242771,3374.784555,,12.99732833,77978.13333,612.0213776,3422.866667,26.8648079,438852.3333,3444.388806,0,0,2379.066667,18.67240977,1.58907E+12
10-May,1266,79007,442425,0,3459,17.857716,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,620.0965695,27.148405,3472.429339,,9.936363322,80310.53333,630.327518,3530.6,27.71036678,457780.8667,3592.951827,0,0,2332.4,18.30614045,1.58916E+12
11-May,4014,83021,471691,0,3601,17.60071742,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,651.6009632,28.26291021,3702.127292,,31.50439366,82589.86667,648.2171579,3645.066667,28.60877309,477016.6667,3743.92647,0,0,2279.333333,17.88963992,1.58924E+12
12-May,1677,84698,489359,0,3792,17.30794774,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,664.7631127,29.7619982,3840.796856,,13.16214952,84886.93333,666.2459802,3757.533333,29.49148215,496778.4667,3899.029491,0,0,2297.066667,18.02882226,1.58933E+12
13-May,3239,87937,512037,0,3928,17.17395423,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,690.1848195,30.82941164,4018.788046,,25.42170679,87183.86667,684.273756,3866.4,30.34593614,517495.8,4061.632138,0,0,2296.933333,18.02777577,1.58941E+12
14-May,2432,90369,538602,0,4058,16.77843751,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,709.2726833,31.8497333,4227.286855,,19.08786382,89488.6,702.362751,3973.333333,31.18521611,538701.8,4228.070148,0,0,2304.733333,18.08899507,1.5895E+12
15-May,2088,92457,561649,0,4129,16.46170473,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,725.660619,32.40698591,4408.174189,,16.38793572,91757.66667,720.1718117,4076.6,31.99571779,560204,4396.832922,0,0,2269.066667,17.80906067,1.58959E+12
16-May,1734,94191,581944,0,4177,16.18557799,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,739.2701404,32.78372006,4567.462099,,13.60952133,94038.93333,738.0766256,4177.066667,32.7842433,582310,4570.334697,0,0,2281.266667,17.90481393,1.58967E+12
17-May,2294,96485,603241,0,4234,15.99443672,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,757.2748935,33.23109187,4734.614334,,18.00475313,96324,756.0112644,4275.6,33.5575948,604948.6667,4748.017175,0,0,2285.066667,17.93463872,1.58976E+12
18-May,1545,98030,621684,0,4379,15.76846115,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,769.4010241,34.36914296,4879.366584,,12.12613059,98603.2,773.8998578,4373.2,34.32362092,627906.6,4928.205458,0,0,2279.2,17.88859343,1.58985E+12
19-May,2388,100418,642713,0,4525,15.62408104,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,788.1435483,35.51504268,5044.415387,,18.74252418,100688.8667,790.26948,4472,35.09906539,650058.7333,5102.069317,0,0,2085.666667,16.36962225,1.58993E+12
20-May,2268,102686,672020,0,4607,15.28019999,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,805.9442371,36.15863019,5274.435134,,17.8006888,102764.5333,806.560616,4564.933333,35.82846457,672765.8667,5280.289164,0,0,2075.666667,16.29113597,1.59002E+12
21-May,2758,105444,697133,0,4715,15.1253778,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,827.5907537,37.00628204,5471.537735,,21.64651662,104732.4,822.0056698,4654.4,36.53065517,695414.2,5458.047512,0,0,1967.866667,15.44505385,1.59011E+12
22-May,2352,107796,722247,0,4790,14.92508795,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,846.0507273,37.59492916,5668.648184,,18.45997357,106635.6,836.9431791,4739.2,37.19621884,717981.0667,5635.166459,0,0,1903.2,14.93750922,1.59019E+12
23-May,2508,110304,747921,0,4856,14.74808168,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,865.7350868,38.11293862,5870.153865,,19.68435957,108489.1333,851.4908731,4823.266667,37.85602686,740421.7333,5811.294909,0,0,1853.533333,14.54769402,1.59028E+12
24-May,1713,112017,769564,0,4884,14.55590438,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,879.179787,38.33270021,6040.021725,,13.44470014,110292,865.6409033,4905.6,38.50223058,762843.6667,5987.276327,0,0,1802.866667,14.15003019,1.59036E+12
25-May,1178,113195,786794,0,4923,14.38686619,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,888.425471,38.63879671,6175.253589,,9.245684039,112049.5333,879.435129,4991.666667,39.17773585,784941.2,6160.711651,0,0,1757.533333,13.79422571,1.59045E+12
26-May,1111,114306,803973,0,5083,14.21764164,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,897.1452969,39.89457723,6310.085173,,8.719825949,113769.5333,892.9347695,5074.466667,39.82760227,807440.6,6337.301077,0,0,1720,13.49964053,1.59054E+12
27-May,1527,115833,829966,0,5186,13.95635484,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,909.1301522,40.70298593,6514.094567,,11.98485529,115392.2667,905.6710002,5155.2,40.46124818,830060.8,6514.838617,0,0,1622.733333,12.73623063,1.59062E+12
28-May,1622,117455,851762,0,5270,13.78965016,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,921.8606272,41.3622707,6685.163267,,12.73047497,116940.8667,917.8253858,5234.4,41.08285954,851987.4,6686.932348,0,0,1548.6,12.15438566,1.59071E+12
29-May,1462,118917,877105,0,5330,13.55789786,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,933.3353217,41.8331884,6884.071052,,11.47469445,118370.6,929.0468312,5311,41.68406446,873650.1333,6856.955088,0,0,1429.733333,11.22144538,1.5908E+12
30-May,1343,120260,898259,0,5390,13.3881208,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,943.8760293,42.30410609,7050.100933,,10.5407077,119701.3333,939.4912624,5385.266667,42.26695591,895018.6,7024.668238,0,0,1330.733333,10.44443119,1.59088E+12
31-May,974,121234,918273,0,5412,13.20239188,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,951.5205932,42.47677591,7207.183378,,7.644563883,120957,949.3465232,5468.333333,42.9189153,915797,7187.750175,0,0,1255.666667,9.855260831,1.59097E+12
1-Jun,1614,122848,934704,0,5525,13.1429843,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,964.1882792,43.3636709,7336.144189,,12.66768594,122151.6,958.7224945,5555.8,43.60540865,936486.4667,7350.134107,0,0,1194.6,9.375971268,1.59106E+12
2-Jun,982,123830,959175,0,5621,12.91005291,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,971.8956321,44.11713921,7528.20797,,7.707352909,123309.3333,967.809113,5645.8,44.31178519,957415.2667,7514.396477,0,0,1157.733333,9.086618507,1.59114E+12
3-Jun,929,124759,982016,0,5736,12.70437549,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,979.1870077,45.01973145,7707.478487,,7.291375613,124444.0667,976.715213,5731.133333,44.98153479,978687.1333,7681.35145,0,0,1134.733333,8.906100058,1.59123E+12
4-Jun,1156,125915,1000919,0,5795,12.57993904,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,988.2600219,45.48280052,7855.841106,,9.073014219,125525.8,985.2053358,5814.8,45.63820335,999886.8667,7847.740275,0,0,1081.733333,8.490122763,1.59132E+12
5-Jun,975,126890,1022074,0,5864,12.41495234,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,995.9124344,46.02435586,8021.878836,,7.652412511,126544.2667,993.198902,5894.8,46.26609361,1021089.8,8014.154216,0,0,1018.466667,7.993566218,1.5914E+12
6-Jun,867,127757,1042774,0,5904,12.25164801,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,1002.717195,46.33830099,8184.34544,,6.804760664,127510.0667,1000.779107,5972.066667,46.87253095,1042072.533,8178.839889,0,0,965.8,7.580205132,1.59149E+12
7-Jun,1382,129139,1059597,0,6102,12.1875581,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,1013.563999,47.89232938,8316.382913,,10.8468042,128417.8667,1007.904092,6046.533333,47.45699213,1062886.8,8342.20333,0,0,907.8,7.124984695,1.59157E+12
8-Jun,797,129936,1079906,0,6196,12.03215835,Illinois,04000US17,04000US17,Illinois,2018,2018,12741080,illinois,1019.819356,48.63010043,8475.780703,,6.255356689,129302.2667,1014.845419,6124.333333,48.06761541,1083615.4,8504.894405,0,0,884.4,6.941326795,1.59166E+12
